smallestcompletions

Defines treeweight of .[28,28]_._\$. as .065691
Defines treeweight of dt[19,19]_dt_art-hd-nom.pl as .680868
Defines treeweight of dt[8,8]_dt_art-hd-nom.pl as .680870
Defines treeweight of dt[19,19]_dt_art-hd-nom.pl.fem as .683270
Defines treeweight of dt[8,8]_dt_art-hd-nom.pl.fem as .683271
Defines treeweight of dt[19,19]_dt_art-hd-nom.pl.neut as .688228
Defines treeweight of dt[8,8]_dt_art-hd-nom.pl.neut as .688230
Defines treeweight of dt[19,19]_dt_art-hd-acc.pl.fem as .689010
Defines treeweight of dt[8,8]_dt_art-hd-acc.pl.fem as .689012
Defines treeweight of dt[19,19]_dt_art-hd-acc.pl as .689749
Defines treeweight of dt[8,8]_dt_art-hd-acc.pl as .689751
Defines treeweight of dt[19,19]_dt_art-hd-acc.pl.neut as .695857
Defines treeweight of dt[8,8]_dt_art-hd-acc.pl.neut as .695859
Defines treeweight of dt[19,19]_dt_art-hd-nom.pl.masc as .699388
Defines treeweight of dt[8,8]_dt_art-hd-nom.pl.masc as .699390
Defines treeweight of dt[2,2]_dt_art-hd as .702596
Defines treeweight of dt[19,19]_dt_art-hd-acc.pl.masc as .703213
Defines treeweight of dt[8,8]_dt_art-hd-acc.pl.masc as .703215
Defines treeweight of dt[19,19]_dt_art-hd-nom.sg.fem as .722815
Defines treeweight of dt[8,8]_dt_art-hd-nom.sg.fem as .722817
Defines treeweight of np[22,22]_np_np-ep as .742246
Defines treeweight of dt[2,2]_dt_art-hd-nom.sg as .770447
Defines treeweight of ,[10,10]_,_\$, as .794189
Defines treeweight of ,[21,21]_,_\$, as .794189
Defines treeweight of np[17,17]_np_pis-mnr-acc.pl as .840661
Defines treeweight of dt[19,19]_dt_art-hd-nom.sg.masc as .841901
Defines treeweight of dt[8,8]_dt_art-hd-nom.sg.masc as .841902
Defines treeweight of dt[19,19]_dt_art-hd-acc.sg.fem as .845958
Defines treeweight of dt[8,8]_dt_art-hd-acc.sg.fem as .845959
Defines treeweight of dt[19,19]_dt_art-hd-dat.sg.fem as .854614
Defines treeweight of dt[8,8]_dt_art-hd-dat.sg.fem as .854616
Defines treeweight of dt[19,19]_dt_pds-hd-acc.sg.fem as .872103
Defines treeweight of dt[8,8]_dt_pds-hd-acc.sg.fem as .872105
Defines treeweight of dt[19,19]_dt_np-sb\/pl\/rel as .900938
Defines treeweight of dt[8,8]_dt_np-sb\/pl\/rel as .900940
Defines treeweight of dt[17,17]_dt_piat-hd-dat.pl as .913035
Defines treeweight of dt[19,19]_dt_art-hd-sg.fem as .925247
Defines treeweight of dt[8,8]_dt_art-hd-sg.fem as .925249
Defines treeweight of in[1,1]_in_appr-ac\/dat as .960650
Defines treeweight of cc[0,0]_cc_kon-ju as .962369
Defines treeweight of dt[19,19]_dt_art-hd-dat.pl as .979287
Defines treeweight of dt[8,8]_dt_art-hd-dat.pl as .979288
Defines treeweight of dt[19,19]_dt_pds-hd-acc.pl.fem as .993990
Defines treeweight of dt[8,8]_dt_pds-hd-acc.pl.fem as .993991
Defines treeweight of dt[19,19]_dt_art-hd-dat.pl.neut as .994080
Defines treeweight of dt[8,8]_dt_art-hd-dat.pl.neut as .994081
Defines treeweight of dt[19,19]_dt_art-hd-dat.pl.fem as .994592
Defines treeweight of dt[8,8]_dt_art-hd-dat.pl.fem as .994593
Defines treeweight of dt[19,19]_dt_pds-hd-nom.pl.fem as 1.002680
Defines treeweight of dt[8,8]_dt_pds-hd-nom.pl.fem as 1.002682
Defines treeweight of dt[19,19]_dt_art-hd-dat.pl.masc as 1.019028
Defines treeweight of dt[8,8]_dt_art-hd-dat.pl.masc as 1.019029
Defines treeweight of dt[2,2]_dt_art-hd-acc.sg.neut as 1.022036
Defines treeweight of dt[25,25]_dt_art-hd-acc.sg.neut as 1.022037
Defines treeweight of dt[19,19]_dt_art-hd-gen.sg.fem as 1.035392
Defines treeweight of dt[8,8]_dt_art-hd-gen.sg.fem as 1.035393
Defines treeweight of dt[19,19]_dt_art-hd-gen.pl as 1.036962
Defines treeweight of dt[8,8]_dt_art-hd-gen.pl as 1.036963
Defines treeweight of dt[19,19]_dt_art-hd-gen.pl.fem as 1.057423
Defines treeweight of dt[8,8]_dt_art-hd-gen.pl.fem as 1.057425
Defines treeweight of dt[19,19]_dt_art-hd-gen.pl.neut as 1.063207
Defines treeweight of dt[8,8]_dt_art-hd-gen.pl.neut as 1.063208
Defines treeweight of dt[19,19]_dt_pds-hd-nom.sg.fem as 1.064140
Defines treeweight of dt[8,8]_dt_pds-hd-nom.sg.fem as 1.064141
Defines treeweight of np[17,17]_np_pis-da-dat.pl.masc as 1.068296
Defines treeweight of np[17,17]_np_pis-hd-acc.pl as 1.084551
Defines treeweight of dt[19,19]_dt_pds-hd-dat.sg.fem as 1.087624
Defines treeweight of dt[8,8]_dt_pds-hd-dat.sg.fem as 1.087625
Defines treeweight of dt[17,17]_dt_pis-da-dat.pl as 1.099290
Defines treeweight of dt[17,17]_dt_piat-hd-dat.pl.fem as 1.115718
Defines treeweight of dt[19,19]_dt_art-hd-gen.pl.masc as 1.121405
Defines treeweight of dt[8,8]_dt_art-hd-gen.pl.masc as 1.121407
Defines treeweight of dt[17,17]_dt_pis-hd-acc.pl as 1.124975
Defines treeweight of dt[19,19]_dt_art-hd-acc.sg.masc as 1.153425
Defines treeweight of dt[8,8]_dt_art-hd-acc.sg.masc as 1.153427
Defines treeweight of dt[2,2]_dt_art-hd-acc.sg.fem as 1.164003
Defines treeweight of dt[25,25]_dt_art-hd-acc.sg.fem as 1.164004
Defines treeweight of in[13,13]_in_kokom-cm as 1.165171
Defines treeweight of dt[19,19]_dt_np-oa\/rel as 1.188762
Defines treeweight of dt[8,8]_dt_np-oa\/rel as 1.188763
Defines treeweight of dt[2,2]_dt_art-hd-nom.sg.neut as 1.194763
Defines treeweight of dt[25,25]_dt_art-hd-nom.sg.neut as 1.194764
Defines treeweight of in[5,5]_in_appr-ac\/dat\/von as 1.210445
Defines treeweight of in[5,5]_in_art-hd-gen.pl.masc as 1.211019
Defines treeweight of in[5,5]_in_art-hd-gen.pl.fem as 1.222703
Defines treeweight of in[5,5]_in_art-hd-gen.pl.neut as 1.243736
Defines treeweight of dt[19,19]_dt_pds-hd-nom.sg.masc as 1.271381
Defines treeweight of dt[8,8]_dt_pds-hd-nom.sg.masc as 1.271382
Defines treeweight of in[5,5]_in_art-hd-gen.sg.neut as 1.277620
Defines treeweight of dt[2,2]_dt_art-hd-dat.sg.neut as 1.284675
Defines treeweight of dt[25,25]_dt_art-hd-dat.sg.neut as 1.284676
Defines treeweight of in[5,5]_in_art-hd-gen.sg.masc as 1.285235
Defines treeweight of dt[19,19]_dt_pds-hd-nom.pl.masc as 1.287772
Defines treeweight of dt[8,8]_dt_pds-hd-nom.pl.masc as 1.287774
Defines treeweight of in[5,5]_in_art-hd-gen.pl as 1.294082
Defines treeweight of np[17,17]_np_pis-mnr-nom.pl as 1.296562
Defines treeweight of dt[19,19]_dt_np-sb\/sg\/rel as 1.300364
Defines treeweight of dt[8,8]_dt_np-sb\/sg\/rel as 1.300366
Defines treeweight of dt[2,2]_dt_art-hd-nom.sg.masc as 1.300859
Defines treeweight of dt[25,25]_dt_art-hd-nom.sg.masc as 1.300860
Defines treeweight of np[17,17]_np_piat-hd-dat.pl as 1.314540
Defines treeweight of in[1,1]_in_appr-ac as 1.316108
Defines treeweight of in[5,5]_in_appr-ac\/nom\/von as 1.337573
Defines treeweight of in[5,5]_in_appr-ac\/von as 1.341087
Defines treeweight of dt[14,14]_dt_piat-hd-nom.pl.masc as 1.345705
Defines treeweight of dt[2,2]_dt_art-hd-acc.sg.masc as 1.345996
Defines treeweight of dt[25,25]_dt_art-hd-acc.sg.masc as 1.345996
Defines treeweight of in[5,5]_in_art-hd-gen.sg as 1.364323
Defines treeweight of in[5,5]_in_art-hd-gen.sg.fem as 1.368163
Defines treeweight of dt[14,14]_dt_piat-hd-nom.pl as 1.384737
Defines treeweight of dt[14,14]_dt_piat-hd-nom.pl.neut as 1.400435
Defines treeweight of dt[2,2]_dt_art-hd-dat.sg.masc as 1.406409
Defines treeweight of dt[25,25]_dt_art-hd-dat.sg.masc as 1.406410
Defines treeweight of dt[19,19]_dt_art-hd-nom.sg.neut as 1.409643
Defines treeweight of dt[8,8]_dt_art-hd-nom.sg.neut as 1.409644
Defines treeweight of dt[19,19]_dt_art-hd-dat.sg.masc as 1.410521
Defines treeweight of dt[8,8]_dt_art-hd-dat.sg.masc as 1.410523
Defines treeweight of in[5,5]_in_prels-hd-dat.sg.fem as 1.434511
Defines treeweight of dt[19,19]_dt_pds-hd-dat.sg.neut as 1.445258
Defines treeweight of dt[8,8]_dt_pds-hd-dat.sg.neut as 1.445260
Defines treeweight of dt[2,2]_dt_pis-hd-acc.sg.fem as 1.451814
Defines treeweight of dt[2,2]_dt_art-hd-nom.sg.fem as 1.467775
Defines treeweight of dt[25,25]_dt_art-hd-nom.sg.fem as 1.467776
Defines treeweight of md[23,23]_md_vafin-hd-sg as 1.467806
Defines treeweight of dt[14,14]_dt_piat-hd-acc.pl.masc as 1.467919
Defines treeweight of dt[19,19]_dt_art-hd-gen.sg.masc as 1.490121
Defines treeweight of dt[8,8]_dt_art-hd-gen.sg.masc as 1.490123
Defines treeweight of dt[14,14]_dt_piat-hd-acc.pl.neut as 1.492210
Defines treeweight of dt[19,19]_dt_art-hd-dat.sg.neut as 1.496128
Defines treeweight of dt[8,8]_dt_art-hd-dat.sg.neut as 1.496129
Defines treeweight of dt[2,2]_dt_art-hd-dat.sg as 1.519121
Defines treeweight of dt[14,14]_dt_piat-hd-acc.pl.fem as 1.519629
Defines treeweight of dt[2,2]_dt_pis-hd-dat.sg.fem as 1.522397
Defines treeweight of dt[14,14]_dt_pis-hd-nom.pl.masc as 1.543102
Defines treeweight of dt[14,14]_dt_piat-hd-nom.pl.fem as 1.549157
Defines treeweight of dt[19,19]_dt_art-hd-gen.sg.neut as 1.551517
Defines treeweight of dt[8,8]_dt_art-hd-gen.sg.neut as 1.551518
Defines treeweight of dt[19,19]_dt_art-hd-acc.sg.neut as 1.554101
Defines treeweight of dt[8,8]_dt_art-hd-acc.sg.neut as 1.554102
Defines treeweight of in[5,5]_in_appr-pnc as 1.562819
Defines treeweight of dt[17,17]_dt_pis-hd-dat.pl as 1.607681
Defines treeweight of np[17,17]_np_pis-hd-dat.pl as 1.616087
Defines treeweight of dt[14,14]_dt_pis-hd-acc.pl.fem as 1.622913
Defines treeweight of dt[14,14]_dt_piat-hd-dat.pl.neut as 1.628074
Defines treeweight of dt[14,14]_dt_piat-hd-dat.pl.masc as 1.642735
Defines treeweight of np[17,17]_np_pis-mnr-nom.sg.neut as 1.661325
Defines treeweight of dt[2,2]_dt_art-hd-dat.sg.fem as 1.667695
Defines treeweight of dt[25,25]_dt_art-hd-dat.sg.fem as 1.667696
Defines treeweight of in[16,16]_in_apzr-ac as 1.668706
Defines treeweight of in[5,5]_in_pds-hd-nom.sg.masc as 1.670926
Defines treeweight of np[17,17]_np_piat-hd-acc.pl as 1.672647
Defines treeweight of dt[19,19]_dt_art-hd-gen.sg as 1.682747
Defines treeweight of dt[8,8]_dt_art-hd-gen.sg as 1.682749
Defines treeweight of in[5,5]_in_art-hd-sg.fem as 1.692254
Defines treeweight of np[17,17]_np_pis-hd-dat.pl.neut as 1.693448
Defines treeweight of in[16,16]_in_apprart-ac\/von as 1.707382
Defines treeweight of dt[14,14]_dt_piat-mo-nom.pl.masc as 1.709276
Defines treeweight of dt[2,2]_dt_pis-hd-nom.sg.fem as 1.732515
Defines treeweight of dt[19,19]_dt_np-da\/rel as 1.747746
Defines treeweight of dt[8,8]_dt_np-da\/rel as 1.747747
Defines treeweight of in[5,5]_in_pds-hd-dat.sg.fem as 1.758863
Defines treeweight of in[16,16]_in_appr-ac\/dat as 1.765882
Defines treeweight of cc[0,0]_cc_adv-mo\/v as 1.782727
Defines treeweight of dt[2,2]_dt_pis-hd-dat.sg.masc as 1.792429
Defines treeweight of dt[2,2]_dt_art-hd-sg.fem as 1.796036
Defines treeweight of np[22,22]_np_np-sb\/sg as 1.821758
Defines treeweight of dt[17,17]_dt_piat-hd-gen.sg.fem as 1.840709
Defines treeweight of np[17,17]_np_piat-hd-nom.pl.fem as 1.844194
Defines treeweight of dt[17,17]_dt_piat-hd-dat.sg.fem as 1.853522
Defines treeweight of in[5,5]_in_art-hd-dat.sg.fem as 1.857064
Defines treeweight of dt[14,14]_dt_piat-hd-dat.sg.fem as 1.857300
Defines treeweight of nn[20,20]_nn_nn-hd-gen.sg.fem as 1.857766
Defines treeweight of dt[2,2]_dt_pis-hd-gen.sg.masc as 1.874340
Defines treeweight of np[17,17]_np_pis-hd-acc.pl.neut as 1.882665
Defines treeweight of dt[19,19]_dt_pds-hd-dat.sg.masc as 1.895533
Defines treeweight of dt[8,8]_dt_pds-hd-dat.sg.masc as 1.895535
Defines treeweight of dt[14,14]_dt_piat-hd-gen.pl.masc as 1.896499
Defines treeweight of in[1,1]_in_appr-ac\/nom as 1.901524
Defines treeweight of dt[19,19]_dt_pds-hd-acc.sg.neut as 1.907563
Defines treeweight of dt[8,8]_dt_pds-hd-acc.sg.neut as 1.907565
Defines treeweight of np[17,17]_np_pis-hd-nom.pl.neut as 1.920704
Defines treeweight of dt[14,14]_dt_piat-hd-dat.pl.fem as 1.921821
Defines treeweight of nn[20,20]_nn_nn-hd-dat.sg.fem as 1.928052
Defines treeweight of np[17,17]_np_pis-hd-nom.pl as 1.932236
Defines treeweight of in[5,5]_in_np-sb\/sg\/rel as 1.932394
Defines treeweight of np[17,17]_np_piat-hd-acc.pl.masc as 1.934849
Defines treeweight of dt[2,2]_dt_pis-hd-acc.sg.masc as 1.936371
Defines treeweight of nn[20,20]_nn_nn-hd-nom.sg.fem\/seq as 1.945430
Defines treeweight of np[17,17]_np_piat-hd-dat.pl.neut as 1.946426
Defines treeweight of dt[2,2]_dt_art-hd-gen.sg.fem as 1.949707
Defines treeweight of dt[25,25]_dt_art-hd-gen.sg.fem as 1.949708
Defines treeweight of np[17,17]_np_piat-hd-nom.pl as 1.953041
Defines treeweight of in[16,16]_in_apprart-ac-dat\/von as 1.971523
Defines treeweight of md[23,23]_md_vafin-hd-pl as 1.974478
Defines treeweight of np[17,17]_np_piat-hd as 2.008160
Defines treeweight of np[17,17]_np_piat-hd-acc.pl.fem as 2.008810
Defines treeweight of in[16,16]_in_apprart-ac-dat.sg.masc\/von as 2.024884
Defines treeweight of np[17,17]_np_pis-hd-nom.pl.fem as 2.030107
Defines treeweight of np[17,17]_np_piat-hd-acc.pl.neut as 2.030389
Defines treeweight of dt[2,2]_dt_pis-hd-nom.sg.masc as 2.038171
Defines treeweight of dt[14,14]_dt_piat-hd-acc.pl as 2.039519
Defines treeweight of np[17,17]_np_pis-ag-gen.pl as 2.042108
Defines treeweight of in[5,5]_in_np-da\/rel as 2.046262
Defines treeweight of dt[19,19]_dt_apprart-ac-dat.sg\/in as 2.054199
Defines treeweight of dt[8,8]_dt_apprart-ac-dat.sg\/in as 2.054200
Defines treeweight of np[17,17]_np_piat-hd-dat.pl.fem as 2.054818
Defines treeweight of in[16,16]_in_apprart-ac-dat.sg.neut\/von as 2.058999
Defines treeweight of jj[3,3]_jj_adja-hd-pos.dat.pl as 2.065193
Defines treeweight of np[17,17]_np_piat-hd-nom.pl.neut as 2.068037
Defines treeweight of np[17,17]_np_piat-hd-nom.pl.masc as 2.081043
Defines treeweight of dt[2,2]_dt_art-hd-gen.sg.neut as 2.097001
Defines treeweight of dt[25,25]_dt_art-hd-gen.sg.neut as 2.097002
Defines treeweight of dt[14,14]_dt_piat-hd-gen.pl.neut as 2.102090
Defines treeweight of np[17,17]_np_pis-hd-gen.pl as 2.103061
Defines treeweight of nn[20,20]_nn_nn-hd as 2.106255
Defines treeweight of dt[14,14]_dt_piat-hd-gen.pl as 2.118406
Defines treeweight of dt[19,19]_dt_apprart-ac-dat.sg.neut\/in as 2.120712
Defines treeweight of dt[8,8]_dt_apprart-ac-dat.sg.neut\/in as 2.120713
Defines treeweight of in[16,16]_in_appr-ac\/von as 2.121086
Defines treeweight of dt[2,2]_dt_art-hd-gen.sg.masc as 2.121655
Defines treeweight of dt[25,25]_dt_art-hd-gen.sg.masc as 2.121656
Defines treeweight of np[17,17]_np_piat-hd-dat.pl.masc as 2.149772
Defines treeweight of dt[14,14]_dt_piat-hd-gen.pl.fem as 2.153027
Defines treeweight of dt[19,19]_dt_apprart-ac-dat\/von as 2.179333
Defines treeweight of dt[8,8]_dt_apprart-ac-dat\/von as 2.179334
Defines treeweight of dt[17,17]_dt_piat-hd as 2.212577
Defines treeweight of dt[19,19]_dt_ptka-pm as 2.224157
Defines treeweight of dt[8,8]_dt_ptka-pm as 2.224158
Defines treeweight of in[5,5]_in_art-hd-nom.sg.masc as 2.230490
Defines treeweight of dt[19,19]_dt_apprart-ac-dat.sg.masc\/in as 2.235459
Defines treeweight of dt[8,8]_dt_apprart-ac-dat.sg.masc\/in as 2.235461
Defines treeweight of dt[19,19]_dt_pds-hd-nom.sg.neut as 2.243179
Defines treeweight of dt[8,8]_dt_pds-hd-nom.sg.neut as 2.243180
Defines treeweight of in[16,16]_in_appr-ac\/dat\/von as 2.245245
Defines treeweight of dt[17,17]_dt_piat-hd-acc.sg.neut as 2.251674
